"id","company_id/id","parent_id/id","name","code","format","report_id/id"
"bzr_fi.1001","base.main_company",,"库存现金",1001,"fi.detail.ledger","bzr_fi.fi_report_2"
"bzr_fi.1002","base.main_company",,"银行存款",1002,"fi.detail.ledger","bzr_fi.fi_report_2"
"bzr_fi.100201","base.main_company","bzr_fi.1002","招商银行金色支行",100201,"fi.detail.ledger","bzr_fi.fi_report_2"
"bzr_fi.100202","base.main_company","bzr_fi.1002","工商银行景远支行",100202,"fi.detail.ledger","bzr_fi.fi_report_2"
"bzr_fi.1012","base.main_company",,"其他货币资金",1012,"fi.detail.ledger","bzr_fi.fi_report_2"
"bzr_fi.101201","base.main_company","bzr_fi.1012","外埠存款",101201,"fi.detail.ledger","bzr_fi.fi_report_2"
"bzr_fi.101202","base.main_company","bzr_fi.1012","银行本票存款",101202,"fi.detail.ledger","bzr_fi.fi_report_2"
"bzr_fi.101203","base.main_company","bzr_fi.1012","银行汇票存款",101203,"fi.detail.ledger","bzr_fi.fi_report_2"
"bzr_fi.101204","base.main_company","bzr_fi.1012","信用卡存款",101204,"fi.detail.ledger","bzr_fi.fi_report_2"
"bzr_fi.101205","base.main_company","bzr_fi.1012","信用证保证金存款",101205,"fi.detail.ledger","bzr_fi.fi_report_2"
"bzr_fi.101206","base.main_company","bzr_fi.1012","存出投资款",101206,"fi.detail.ledger","bzr_fi.fi_report_2"
